loc_rowid,pl_name,hostname,pl_letter,sy_snum,sy_pnum,disc_year,pl_orbper,pl_rade,pl_masse,pl_eqt,st_spectype,st_teff,sy_dist
783,GJ 676 A d,GJ 676 A,d,2,4,2012,3.60076,NA,NA,NA,NA,NA,16.0272
786,GJ 676 A e,GJ 676 A,e,2,4,2012,35.37,NA,NA,NA,M0 V,NA,16.0272
2013,HD 113538 b,HD 113538,b,1,2,2010,263.3,NA,NA,NA,K9 V,4685,16.2817
2015,HD 113538 c,HD 113538,c,1,2,2010,1818,NA,NA,NA,K9 V,4462,16.2817
574,GJ 143 b,GJ 143,b,1,2,2019,35.61253,2.61,22.7,422,K4.5,4640,16.32
2936,HD 21749 c,GJ 143,c,1,2,2019,7.7897726,1.00084,NA,966,NA,4628.53,16.32
2134,HD 128311 b,HD 128311,b,1,2,2002,453.019,NA,NA,NA,NA,NA,16.3292
2140,HD 128311 c,HD 128311,c,1,2,2005,923.8,NA,NA,NA,K0,4965,16.3292
608,GJ 3082 b,GJ 3082,b,1,1,2020,11.949,NA,NA,NA,NA,NA,16.6186
737,GJ 508.2 b,GJ 508.2,b,1,1,2025,5300,NA,NA,NA,M1.0 V,3720,16.6374
3402,HD 48948 b,HD 48948,b,1,3,2024,7.34013,NA,NA,957,K3 V,4593,16.9043
3403,HD 48948 c,HD 48948,c,1,3,2024,38.06,NA,NA,553,K3 V,4593,16.9043
3404,HD 48948 d,HD 48948,d,1,3,2024,151.92,NA,NA,349,K3 V,4593,16.9043
2551,HD 177565 b,HD 177565,b,1,1,2017,44.505,NA,NA,NA,NA,NA,16.9179
678,GJ 3942 b,GJ 3942,b,1,1,2017,6.905,NA,NA,590,M0,3867,16.9287
799,GJ 724 b,GJ 724,b,1,1,2023,5.101284,NA,NA,611,M1.0 V,3799,16.9658
3641,HD 7924 b,HD 7924,b,1,3,2008,5.39792,NA,NA,825.9,K0.5 V,5075,16.9922
3646,HD 7924 c,HD 7924,c,1,3,2015,15.3006,NA,NA,NA,NA,5171.13,16.9922
3648,HD 7924 d,HD 7924,d,1,3,2015,24.451,NA,NA,499,K0.5 V,5075,16.9922
5180,K2-330 b,K2-330,b,1,1,2021,13.773,NA,NA,NA,NA,6266.98,160.125
36733,TOI-5126 b,TOI-5126,b,1,2,2023,5.4589863,4.40571,NA,1247,NA,6223,160.414
36735,TOI-5126 c,TOI-5126,c,1,2,2023,17.9051919,3.00633,NA,824,NA,6223,160.414
4602,K2-190 b,K2-190,b,1,2,2018,10.099,NA,NA,NA,NA,5605.6,160.679
4605,K2-190 c,K2-190,c,1,2,2018,21.574023,1.09308317,NA,NA,NA,5631,160.679
3024,HD 22532 b,HD 22532,b,1,1,2022,872.6,NA,NA,NA,G8 III/IV,5038,161.183
421,EPIC 206032309 b,EPIC 206032309,b,1,1,2019,2.87814,1.01,NA,NA,NA,NA,161.365
1032,HAT-P-18 b,HAT-P-18,b,1,1,2010,5.50806821746,10.7299795,NA,768.05,NA,4790,161.4
2779,HD 202772 A b,HD 202772 A,b,2,1,2019,3.308958,17.317905,323.23311,2132,NA,6272,161.498
4208,K2-123 b,K2-123,b,1,1,2017,30.954222,2.5,NA,NA,NA,4040,161.555
5376,K2-376 b,K2-376,b,1,1,2022,5.776475,1.736,NA,NA,NA,5937,161.61
36994,TOI-778 b,TOI-778,b,1,1,2023,4.6336155,15.2453,NA,1450,NA,6780,161.743
37497,WASP-14 b,WASP-14,b,3,1,2008,NA,NA,2479.074,NA,NA,NA,161.997
10342,Kepler-1255 b,Kepler-1255,b,1,1,2016,36.2929,1.98,NA,584,NA,6180,1617.07
32979,Kepler-852 b,Kepler-852,b,1,1,2016,44.9309804,2.78,NA,628,NA,6354,1619.03
7387,Kepler-1049 b,Kepler-1049,b,1,1,2016,3.27,0.96,NA,NA,NA,NA,162.006
161,AB Aur b,AB Aur,b,1,1,2022,NA,NA,2860.455663,NA,NA,9770,162.127
36759,TOI-5293 A b,TOI-5293 A,b,2,1,2023,2.930289,11.9,170.4,675,M3+/-1,3586,162.229
38295,WASP-7 b,WASP-7,b,1,1,2008,4.9546416,15.401166,311.4734,1530,NA,6520,162.303
5498,K2-408 b,K2-408,b,1,1,2022,20.978959,1.677,NA,NA,G7,5335,162.306
5247,K2-345 b,K2-345,b,1,1,2021,10.36627,1.82,NA,NA,NA,NA,162.408
4880,K2-263 b,K2-263,b,1,1,2018,50.819331,2.16538589,NA,NA,NA,5410,162.481
36764,TOI-5300 b,TOI-5300,b,1,1,2025,2.2623535,11.9692,NA,944,NA,4219,162.51
155,8 UMi b,8 UMi,b,1,1,2015,93.4,NA,NA,NA,K0,4847.4,162.552
2644,HD 18742 b,HD 18742,b,1,1,2011,766,NA,NA,NA,NA,4940,162.685
18485,Kepler-1914 b,Kepler-1914,b,1,1,2021,30.8278245,NA,NA,NA,NA,5664,1621.56
12791,Kepler-1431 b,Kepler-1431,b,1,1,2016,5.86601526,1.47,NA,NA,NA,5806,1623.24
35503,OGLE2-TR-L9 b,OGLE2-TR-L9,b,1,1,2008,2.48553417,18.304297,1398.452,2034,NA,6933,1627.63
38003,WASP-41 b,WASP-41,b,1,2,2012,3.05240197,NA,NA,NA,NA,NA,163.371
38011,WASP-41 c,WASP-41,c,1,2,2015,421,NA,NA,241,NA,5545,163.371
38560,XO-1 b,XO-1,b,1,1,2006,3.94150465,NA,NA,NA,NA,NA,163.553
35866,TOI-132 b,TOI-132,b,1,1,2020,2.1096935,NA,NA,NA,G8 V,5397,163.678
36462,TOI-2969 b,TOI-2969,b,1,1,2025,1.8237148,12.3326,NA,944,NA,4581,163.996
15149,Kepler-1621 b,Kepler-1621,b,1,1,2016,92.263714,1.96,NA,457,NA,6343,1631.66
10095,Kepler-1238 b,Kepler-1238,b,1,1,2016,4.147653,1.33,NA,1242,NA,6225,1632.13
16075,Kepler-1705 b,Kepler-1705,b,1,2,2021,9.0194714,NA,NA,NA,NA,6362,1633.49
16079,Kepler-1705 c,Kepler-1705,c,1,2,2021,11.28,2.05,5.42,NA,NA,6312,1633.49
11903,Kepler-1368 b,Kepler-1368,b,1,1,2016,0.675650404,NA,NA,NA,NA,5632,1635.82
14806,Kepler-1592 b,Kepler-1592,b,1,1,2016,3.05710069,1.02,NA,1209,NA,6020,1639.47
1946,HD 108863 b,HD 108863,b,1,1,2011,443.39999,NA,NA,NA,NA,4863,164.742
20433,Kepler-228 b,Kepler-228,b,1,3,2014,2.56659092,1.56,NA,1360,NA,6046,1644.61
20444,Kepler-228 c,Kepler-228,c,1,3,2014,4.13443005,3.02,NA,1160,NA,6046,1644.61
20456,Kepler-228 d,Kepler-228,d,1,3,2014,NA,4.6,NA,NA,NA,5660,1644.61
36151,TOI-1853 b,TOI-1853,b,1,1,2023,1.2436258,3.46,73.2,1479,K2.5 V,4985,165.105
2976,HD 219415 b,HD 219415,b,1,1,2012,2093.3,NA,NA,NA,K0 III,4820,165.184
36841,TOI-5678 b,TOI-5678,b,1,1,2023,47.73022,4.91,20,513,G7 V,5485,165.393
2333,HD 152581 b,HD 152581,b,1,1,2011,686.5,NA,NA,NA,NA,5027,165.76
34125,Kepler-945 b,Kepler-945,b,1,1,2016,31.0033814,2.79,NA,609,NA,6108,1651.25
8921,Kepler-1147 b,Kepler-1147,b,1,1,2016,10.62879,2.16,NA,871,NA,6059,1657.36
4671,K2-203 b,K2-203,b,1,1,2018,9.695101,1.37068602,NA,NA,NA,5000,166.147
5239,K2-343 b,K2-343,b,1,2,2021,2.787174,1.65,NA,653,NA,3804,166.169
5241,K2-343 c,K2-343,c,1,2,2021,7.676972,2.02,NA,465,NA,3804,166.169
18063,Kepler-1875 b,Kepler-1875,b,1,1,2021,34.4585495,NA,NA,NA,NA,6100,1660.45
12550,Kepler-1411 b,Kepler-1411,b,1,1,2016,86.1160885,NA,NA,NA,NA,5761,1660.48
32961,Kepler-850 b,Kepler-850,b,1,1,2016,7.19303878,1.78,NA,NA,NA,5932,1661.28
31275,Kepler-741 b,Kepler-741,b,1,1,2016,7.03902374,2.97,NA,NA,NA,6129,1661.87
16730,Kepler-1762 b,Kepler-1762,b,1,1,2021,29.5390897,NA,NA,NA,NA,6198,1663.74
23408,Kepler-31 b,Kepler-31,b,1,3,2011,20.86021267,5.28,NA,781,NA,6505,1664.64
23421,Kepler-31 c,Kepler-31,c,1,3,2011,42.63416177,4.99,NA,615,NA,6505,1664.64
23434,Kepler-31 d,Kepler-31,d,1,3,2014,87.6472,4.2,NA,480,NA,6514,1664.64
30707,Kepler-690 b,Kepler-690,b,1,1,2016,7.748094239,5.52,NA,964,NA,5973,1665.31
16080,Kepler-1708 b,Kepler-1708,b,1,1,2021,737.1131,9.96,1462.0106722,NA,NA,6157,1666.69
35687,TOI-1117 b,TOI-1117,b,1,3,2025,2.2281625,2.56778,NA,1434,NA,5731,167.598
35689,TOI-1117 c,TOI-1117,c,1,3,2025,4.579,NA,NA,1210,G5 V,5635,167.598
35690,TOI-1117 d,TOI-1117,d,1,3,2025,8.665,NA,NA,978,G5 V,5635,167.598
8437,Kepler-1112 b,Kepler-1112,b,1,1,2016,14.36267939,3.02,NA,NA,NA,6496,1671.28
5949,KIC 10001893 b,KIC 10001893,b,1,3,2014,0.2197,NA,NA,NA,NA,27500,1672.94
5950,KIC 10001893 c,KIC 10001893,c,1,3,2014,0.32528,NA,NA,NA,NA,27500,1672.94
5951,KIC 10001893 d,KIC 10001893,d,1,3,2014,0.81161,NA,NA,NA,NA,27500,1672.94
35992,TOI-1670 b,TOI-1670,b,1,2,2022,10.9836724,2.35616,NA,1043,NA,6453,168.067
35994,TOI-1670 c,TOI-1670,c,1,2,2022,40.74976,11.06326395,200.23189641,684,F7 V,6170,168.067
36685,TOI-4638.01,TOI-4638,b,1,1,2024,10.2829582518,2.71867163,NA,779.83,NA,5700,168.248
5652,K2-68 b,K2-68,b,1,1,2016,8.05423,1.73,NA,NA,NA,NA,168.652
35787,TOI-1248 b,TOI-1248,b,1,1,2024,4.36015363069,6.95642576,NA,961.61,NA,5227,168.735
13170,Kepler-1463 b,Kepler-1463,b,1,1,2016,25.1593389,NA,NA,NA,NA,5578,1687.47
32690,Kepler-832 b,Kepler-832,b,1,1,2016,7.1397223708,NA,NA,NA,NA,5705,1688.12
37300,WASP-105 b,WASP-105,b,1,1,2017,7.87288,10.76064,572.094,900,K2,5070,169.272
1740,HATS-6 b,HATS-6,b,1,1,2015,3.3252722,NA,NA,NA,M1 V,3724,169.318
4190,K2-121 b,K2-121,b,1,1,2017,5.185768,7.50399,NA,935,NA,4664.8,169.398
35776,TOI-1246 b,TOI-1246,b,1,4,2022,4.30744,3.01,8.1,955,K V,5151,169.422
35778,TOI-1246 c,TOI-1246,c,1,4,2022,5.904137,2.45109846,9.1,862.49,NA,5213,169.422
35781,TOI-1246 d,TOI-1246,d,1,4,2022,18.65488288102,4.38698775,NA,585.81,NA,5141,169.422
35784,TOI-1246 e,TOI-1246,e,1,4,2022,37.9216,3.78,14.8,462,K V,5151,169.422
16375,Kepler-1731 b,Kepler-1731,b,1,1,2021,21.76129812,NA,NA,NA,NA,4923.57,169.948
30283,Kepler-657 b,Kepler-657,b,1,1,2016,24.54350418,3.17,NA,616,NA,5955,1691.88
17703,Kepler-1847 b,Kepler-1847,b,1,1,2021,11.12968583,2.13,NA,843,NA,6122,1693.86
13802,Kepler-1510 b,Kepler-1510,b,1,1,2016,84.703921,3.36,NA,NA,NA,6200,1696.25
12726,Kepler-1426 b,Kepler-1426,b,1,1,2016,14.2563227,1.56,NA,NA,NA,5831,1697.81
22827,Kepler-295 b,Kepler-295,b,1,3,2014,12.6450451,1.45,NA,741,NA,5607,1699.19
22838,Kepler-295 c,Kepler-295,c,1,3,2014,21.5262569,1.2,NA,620,NA,5607,1699.19
22850,Kepler-295 d,Kepler-295,d,1,3,2014,33.88489343,NA,NA,NA,NA,5327,1699.19
11994,Kepler-1373 b,Kepler-1373,b,1,1,2016,1.29123275,0.87,NA,1839,NA,6341,1699.46
4017,HR 810 b,HR 810,b,1,1,1999,332,NA,1970.5361234,NA,NA,NA,17.3181
1907,HD 10647 b,HD 10647,b,1,1,2006,1003,NA,NA,NA,NA,6105,17.3357
38737,rho CrB b,rho CrB,b,1,4,1997,39.84324,NA,NA,NA,NA,5770.31,17.4671
38741,rho CrB c,rho CrB,c,1,4,2016,102.54,NA,NA,448.1,G0 V,5627,17.4671
38744,rho CrB d,rho CrB,d,1,4,2023,282.2,NA,NA,NA,NA,5817,17.4671
38745,rho CrB e,rho CrB,e,1,4,2023,12.949,NA,NA,NA,NA,5817,17.4671
735,GJ 504 b,GJ 504,b,1,1,2013,NA,12.10569916,NA,512,NA,NA,17.5299
607,GJ 3021 b,GJ 3021,b,2,1,2000,133.71,NA,NA,350,G6 V,5540,17.5559
34896,LSPM J2116+0234 b,LSPM J2116+0234,b,1,1,2019,14.4399,NA,NA,NA,M3.0 V,3475,17.6297
3894,HIP 38594 b,HIP 38594,b,2,2,2020,60.722,NA,NA,NA,M0,NA,17.7886
3895,HIP 38594 c,HIP 38594,c,2,2,2020,3477.768,NA,NA,NA,M0,NA,17.7886
146,70 Vir b,70 Vir,b,1,1,1996,116.689,NA,NA,NA,NA,NA,17.9011
2651,HD 189567 b,HD 189567,b,1,2,2021,14.288,NA,NA,NA,G3 V,5726,17.9055
2652,HD 189567 c,HD 189567,c,1,2,2021,33.688,NA,NA,NA,G3 V,5726,17.9055
3271,HD 3765 b,HD 3765,b,1,1,2021,1211,NA,NA,NA,NA,5049.8,17.926
10,14 Her b,14 Her,b,1,2,2002,1773.4,NA,NA,NA,K0 V,NA,17.9323
2280,HD 145675 c,14 Her,c,1,2,2021,25000,NA,NA,NA,NA,5314.94,17.9323
2348,HD 153557 b,HD 153557,b,1,3,2022,7.29903,NA,NA,NA,NA,NA,17.9412
2349,HD 153557 c,HD 153557,c,1,3,2022,15.27018,NA,NA,NA,NA,NA,17.9412
2350,HD 153557 d,HD 153557,d,1,3,2022,40654.64809,NA,8725.66108578,NA,NA,NA,17.9412
4810,K2-24 b,K2-24,b,1,2,2016,20.8851,5.68,19.8,NA,NA,5743,170.562
4818,K2-24 c,K2-24,c,1,2,2016,42.363982,7.1178989,NA,NA,NA,5744,170.562
34931,MASCARA-4 b,MASCARA-4,b,2,1,2020,2.82406,17.14977,985.273,2100,A7 V,7800,170.696
4382,K2-159 b,K2-159,b,1,1,2018,12.42205,2.26,NA,684,NA,5425,170.998
31344,Kepler-748 b,Kepler-748,b,1,1,2016,7.40742793,2.52,NA,NA,NA,5934,1705.99
19150,Kepler-1980 b,Kepler-1980,b,1,1,2023,33.02645384,NA,NA,NA,NA,5671,1709.4
20100,Kepler-220 b,Kepler-220,b,1,4,2014,4.159821,0.81,NA,789,NA,4689,171.109
20114,Kepler-220 c,Kepler-220,c,1,4,2014,9.034190783,NA,NA,NA,NA,4457.96,171.109
20128,Kepler-220 d,Kepler-220,d,1,4,2014,28.1224393,0.9,NA,401,NA,4499,171.109
20142,Kepler-220 e,Kepler-220,e,1,4,2014,45.9027566,1.32,NA,362,NA,4709,171.109
36905,TOI-6383 A b,TOI-6383 A,b,2,1,2024,1.79058695,11.29,331,745,M3,3444,171.319
33404,Kepler-890 b,Kepler-890,b,1,1,2016,52.75874521,NA,NA,NA,NA,5773,1712.12
9437,Kepler-1188 b,Kepler-1188,b,1,1,2016,17.1369543,2.08,NA,NA,NA,5913,1717.48
35830,TOI-1269 b,TOI-1269,b,1,1,2024,4.2529913,2.40144286,6.4,1004.9,NA,5499,172.138
6499,KOI-4777.01,KOI-4777,b,1,1,2022,0.412,0.51,99.2,1180,NA,3515,172.245
37449,WASP-130 b,WASP-130,b,1,1,2016,11.5509711,NA,NA,NA,G6,5625,172.256
11429,Kepler-1330 b,Kepler-1330,b,1,1,2016,10.10769068,1.72,NA,814,NA,5754,1720.48
36638,TOI-4463 A b,TOI-4463 A,b,2,1,2023,2.8807198,13.26022417,252.35575516,1395,NA,5640,173.117
29673,Kepler-617 b,Kepler-617,b,1,1,2016,NA,1.419,NA,NA,NA,3670,173.354
35154,OGLE-2012-BLG-0358L b,OGLE-2012-BLG-0358L,b,1,1,2013,NA,NA,578,NA,NA,NA,1730
34144,Kepler-947 b,Kepler-947,b,1,1,2016,26.9644317,2.4,NA,573,NA,5754,1730.78
30619,Kepler-684 b,Kepler-684,b,1,1,2016,NA,5.751,NA,NA,NA,5659,1731.27
18279,Kepler-1896 b,Kepler-1896,b,1,1,2021,44.8698382,2.68,NA,536,NA,6122,1732.91
20646,Kepler-234 b,Kepler-234,b,1,2,2014,2.711506,3.7,NA,NA,NA,6224,1733.1
20658,Kepler-234 c,Kepler-234,c,1,2,2014,7.21205,3.51,NA,NA,NA,6224,1733.1
10432,Kepler-1260 b,Kepler-1260,b,1,1,2016,19.1187753,1.45,NA,673,NA,5923,1734.43
11155,Kepler-1313 b,Kepler-1313,b,1,1,2016,3.833091178,3.56,NA,1432,NA,5351,174.234
38149,WASP-52 b,WASP-52,b,1,1,2012,1.7497798,NA,NA,NA,NA,5087,174.818
31159,Kepler-732 b,Kepler-732,b,1,2,2016,9.46781385,NA,NA,NA,NA,3619,174.826
31170,Kepler-732 c,Kepler-732,c,1,2,2016,0.893040969,NA,NA,NA,NA,3619,174.826
5575,K2-54 b,K2-54,b,1,1,2016,9.7833,2.6116925,NA,560,NA,3990,174.955
271,CoRoT-14 b,CoRoT-14,b,1,1,2010,1.51214,11.410762,2437.7561,1936,NA,6035,1744.6
22349,Kepler-281 b,Kepler-281,b,1,3,2014,14.64613,2.2,NA,676,NA,5675,1745.45
22362,Kepler-281 c,Kepler-281,c,1,3,2014,36.337505,NA,161.124,NA,NA,NA,1745.45
22375,Kepler-281 d,Kepler-281,d,1,3,2021,148.272013,NA,NA,NA,NA,5461,1745.45
27697,Kepler-493 b,Kepler-493,b,1,1,2016,3.00387639,NA,NA,NA,NA,6052,1745.77
38237,WASP-62 b,WASP-62,b,1,1,2012,4.411953,15.58051,180.52744,NA,NA,6230,175.631
36175,TOI-2000 b,TOI-2000,b,1,2,2023,3.09833,2.7,11,1488,NA,5611,175.713
36177,TOI-2000 c,TOI-2000,c,1,2,2023,9.127055,8.14,81.7,1038,NA,5611,175.713
37050,TOI-908 b,TOI-908,b,1,1,2023,3.183792,3.186,16.137,1317,G V,5626,175.748
9682,Kepler-1207 b,Kepler-1207,b,1,1,2016,13.6823798,NA,NA,NA,NA,5838,1754.19
11596,Kepler-1343 b,Kepler-1343,b,1,1,2016,3.35184041,1.88,NA,1294,NA,6198,1756.71
8508,Kepler-1119 b,Kepler-1119,b,1,1,2016,8.3265153,1.68,NA,938,NA,6057,1757.23
5286,K2-352 b,K2-352,b,1,3,2021,3.665912,1.37,NA,1160,NA,5791,176.051
5287,K2-352 c,K2-352,c,1,3,2021,8.236486,2,NA,NA,NA,5930,176.051
5289,K2-352 d,K2-352,d,1,3,2021,14.871387,2.23,NA,727,NA,5791,176.051
5131,K2-317 b,K2-317,b,1,1,2020,6.22,2.93,NA,432,NA,3387,176.291
36525,TOI-3693 b,TOI-3693,b,1,1,2022,9.0881638,12.8974,NA,765,NA,5211,176.436
4697,K2-210 b,K2-210,b,1,1,2018,0.570233,0.81864346,NA,NA,NA,5396,176.51
37701,WASP-177 b,WASP-177,b,1,1,2019,3.07172019,NA,NA,NA,K2,5017,176.818
36153,TOI-1855 b,TOI-1855,b,1,1,2024,1.36414864,18.49481816,360.09958513,1701,NA,5359,176.833
5323,K2-367 b,K2-367,b,1,1,2022,20.645099,2.413,NA,NA,NA,4348,176.965
34986,MOA-2013-BLG-605L b,MOA-2013-BLG-605L,b,1,1,2016,NA,NA,7.47,NA,NA,NA,1760
31114,Kepler-728 b,Kepler-728,b,1,1,2016,NA,4.624,NA,NA,NA,5905,1765.23
13455,Kepler-1486 b,Kepler-1486,b,1,1,2016,54.64975591,NA,NA,NA,NA,5758,1769.14
35837,TOI-1273 b,TOI-1273,b,1,1,2024,4.631296,11.09689089,70.55790635,1211,NA,5690,177.118
38012,WASP-42 b,WASP-42,b,1,1,2012,4.9816816,NA,NA,NA,NA,5200,177.291
26075,Kepler-398 b,Kepler-398,b,1,3,2014,NA,1.029,NA,NA,NA,4493,177.355
26086,Kepler-398 c,Kepler-398,c,1,3,2014,11.419412,1.01,NA,NA,NA,4493,177.355
26097,Kepler-398 d,Kepler-398,d,1,3,2016,6.8344464721,NA,NA,NA,NA,4577,177.355
36561,TOI-4010 b,TOI-4010,b,1,4,2023,1.34830750212,3.19498757,NA,1358.86,NA,4888,177.504
36563,TOI-4010 c,TOI-4010,c,1,4,2023,5.41462349278,6.61394759,NA,872,NA,4888,177.504
36565,TOI-4010 d,TOI-4010,d,1,4,2023,14.70916624006,6.54717871,NA,612.69,NA,4888,177.504
36567,TOI-4010 e,TOI-4010,e,1,4,2023,762,NA,NA,174,K V,4960,177.504
17832,Kepler-186 b,Kepler-186,b,1,5,2014,3.887,1.24,NA,NA,NA,3820,177.594
17849,Kepler-186 c,Kepler-186,c,1,5,2014,7.26731094,1.14,NA,464,NA,3751,177.594
17866,Kepler-186 d,Kepler-186,d,1,5,2014,13.343058,1.56,NA,NA,NA,4048,177.594
17883,Kepler-186 e,Kepler-186,e,1,5,2014,NA,1.396,NA,NA,NA,3748,177.594
17899,Kepler-186 f,Kepler-186,f,1,5,2014,129.94188177,1.02,NA,NA,NA,3876,177.594
36267,TOI-216.01,TOI-216,c,1,2,2019,34.5059318313,10.46251622,NA,448.72,NA,5025.77,177.945
36271,TOI-216.02,TOI-216,b,1,2,2019,17.203,NA,NA,NA,NA,5026,177.945
31429,Kepler-754 b,Kepler-754,b,1,1,2016,14.5598556,NA,NA,NA,NA,6016.43,1770.27
18600,Kepler-1925 b,Kepler-1925,b,1,1,2021,46.7169344,1.63,NA,506,NA,6003,1771.31
18374,Kepler-1903 b,Kepler-1903,b,1,1,2021,17.0678997,2.28642395,NA,NA,NA,6347,1775.44
31909,Kepler-788 b,Kepler-788,b,1,1,2016,8.39827939,NA,NA,NA,NA,6112.9,1775.8
5043,K2-29 b,K2-29,b,2,1,2016,3.2589263,11.209,194.82979,1076,K1 V,5222,178.475
36900,TOI-628 b,TOI-628,b,1,1,2021,3.4095675,11.88154,2011.8639,1586,NA,6250,178.68
31317,Kepler-745 b,Kepler-745,b,1,1,2016,9.93143556,1.92,NA,824,NA,5880,1780.38
22700,Kepler-291 b,Kepler-291,b,1,2,2014,3.54653414,2.17,NA,1212,NA,5993,1786.48
22711,Kepler-291 c,Kepler-291,c,1,2,2014,5.70071153,2.32,NA,NA,NA,5637,1786.48
36882,TOI-6038 A b,TOI-6038 A,b,2,1,2025,5.8267724,4.615,NA,1455,NA,6305,179.147
36699,TOI-481 b,TOI-481,b,1,1,2020,10.3311664,11.9428,NA,1111,NA,5760,179.366
194,BD+20 594 b,BD+20 594,b,1,1,2016,41.688644,2.35545351,NA,NA,NA,5703,179.461
5781,K2-95 b,K2-95,b,1,1,2016,10.134279,14.8,NA,NA,NA,NA,179.854
5337,K2-37 b,K2-37,b,1,3,2016,4.44117,1.61,NA,974,G3 V,5413,179.943
5342,K2-37 c,K2-37,c,1,3,2016,6.4295023,2.5,NA,NA,NA,4740,179.943
5348,K2-37 d,K2-37,d,1,3,2016,14.09189,2.73,NA,663,G3 V,5413,179.943
20783,Kepler-238 b,Kepler-238,b,1,5,2014,2.09081565,1.05,NA,1404,NA,5858,1798.75
20795,Kepler-238 c,Kepler-238,c,1,5,2014,6.155557,2.39,NA,NA,NA,5751,1798.75
20808,Kepler-238 d,Kepler-238,d,1,5,2014,13.23352214,3.06,NA,888,NA,5739,1798.75
20821,Kepler-238 e,Kepler-238,e,1,5,2013,23.65368621,5.71,NA,625,NA,5858,1798.75
20834,Kepler-238 f,Kepler-238,f,1,5,2013,50.4473156,2.15,NA,486,NA,5858,1798.75
36663,TOI-4527.01,TOI-4527,b,1,1,2024,0.39944449523,0.90866174,NA,1247.03,NA,3702,18.1037
4011,HN Peg b,HN Peg,b,1,1,2006,NA,11.7768,6991.57,NA,G0 V,NA,18.1186
680,GJ 3998 b,GJ 3998,b,1,3,2016,2.64977,NA,NA,NA,M1,3722,18.1459
682,GJ 3998 c,GJ 3998,c,1,3,2016,13.727,NA,NA,NA,NA,3726,18.1459
684,GJ 3998 d,GJ 3998,d,1,3,2025,41.78,NA,NA,NA,NA,3726,18.1459
3846,HD 99492 b,HD 99492,b,2,2,2004,17.0503,NA,NA,NA,K2 V,4929,18.2038
3853,HD 99492 c,HD 99492,c,2,2,2023,95.233,NA,NA,NA,K2 V,4929,18.2038
34858,LHS 1478 b,LHS 1478,b,1,1,2021,1.94954033784,1.39292173,NA,560.78,NA,3414,18.2276
624,GJ 3222 b,GJ 3222,b,2,1,2022,10.66669,NA,NA,NA,NA,NA,18.23817
2353,HD 154088 b,HD 154088,b,1,1,2021,18.56,NA,NA,NA,K0 IV-V,5374,18.2692
3294,HD 39091 b,HD 39091,b,1,3,2001,2151,NA,NA,NA,NA,5950,18.2702
38728,pi Men c,HD 39091,c,1,3,2018,6.2678293,NA,NA,NA,NA,5870,18.2702
38735,pi Men d,HD 39091,d,1,3,2022,124.64,NA,NA,NA,NA,5998,18.2702
3101,HD 27442 b,HD 27442,b,2,1,2000,415.2,NA,NA,NA,NA,NA,18.2704
2354,HD 154345 b,HD 154345,b,1,1,2006,3342,NA,NA,NA,NA,NA,18.284
3729,HD 87883 b,HD 87883,b,1,1,2009,3303,NA,NA,NA,NA,4989.41,18.2912
726,GJ 463 b,GJ 463,b,1,1,2022,3448,NA,NA,NA,M3 V,3540,18.3554
36783,TOI-5388.01,TOI-5388,b,1,1,2024,2.594675,1.89426,NA,601.35,NA,3495,18.5226
3918,HIP 54373 b,HIP 54373,b,1,2,2019,7.76,NA,NA,NA,K5 V,4021,18.7168
3919,HIP 54373 c,HIP 54373,c,1,2,2019,15.144,NA,NA,NA,K5 V,4021,18.7168
35545,Pr0201 b,Pr0201,b,1,1,2012,4.4264,NA,NA,NA,NA,6174,180.64
5656,K2-69 b,K2-69,b,1,1,2016,7.06599,2.32,NA,NA,NA,4127,180.697
24486,Kepler-34 b,Kepler-34,b,2,1,2011,288.822,8.564,69.92,NA,NA,5913,1800.82
17680,Kepler-1844 b,Kepler-1844,b,1,1,2021,3.9245216,1.92,NA,1077,NA,5787,1804.36
36530,TOI-3757 b,TOI-3757,b,1,1,2022,3.43919542546,12.43773089,NA,705.15,NA,3902,181.139
35577,Qatar-2 b,Qatar-2,b,1,1,2011,1.337116,11.5,NA,NA,NA,NA,181.374
36737,TOI-5143 c,TOI-5143,c,1,1,2025,5.20970995776,12.02041386,NA,904.48,NA,5296.38,181.38
441,EPIC 211945201 b,EPIC 211945201,b,1,1,2018,19.49221,5.76,NA,817,NA,6069,181.69
5589,K2-58 b,K2-58,b,1,3,2016,7.05235,2.72,NA,NA,NA,NA,181.746
5594,K2-58 c,K2-58,c,1,3,2016,2.5370422,1.64,NA,NA,NA,4998,181.746
5598,K2-58 d,K2-58,d,1,3,2016,22.882,1.84,NA,NA,NA,NA,181.746
24769,Kepler-35 b,Kepler-35,b,2,1,2011,131.458,8.16,40.363,NA,NA,5606,1819.17
2116,HD 12648 b,HD 12648,b,1,1,2015,133.60001,NA,NA,NA,NA,4835,182.192
5384,K2-379 b,K2-379,b,1,1,2022,8.777247,2.181,NA,NA,NA,4603,182.207
34928,MASCARA-1 b,MASCARA-1,b,1,1,2017,2.14877381,17.90074218,NA,2594.3,NA,7490,182.273
5521,K2-43 b,K2-43,b,1,2,2016,3.471149,4.51,NA,939.3,NA,3840.6,182.536
5527,K2-43 c,K2-43,c,1,2,2019,2.19945,2.6,NA,NA,NA,NA,182.536
